precision,recall
0.003048780487804878,1.0
0.0030534351145038168,1.0
0.0030581039755351682,1.0
0.0030627871362940277,1.0
0.003067484662576687,1.0
0.0030721966205837174,1.0
0.003076923076923077,1.0
0.0030816640986132513,1.0
0.0030864197530864196,1.0
0.0030911901081916537,1.0
0.0030959752321981426,1.0
0.0031007751937984496,1.0
0.003105590062111801,1.0
0.003110419906687403,1.0
0.003115264797507788,1.0
0.0031201248049922,1.0
0.003125,1.0
0.003129890453834116,1.0
0.003134796238244514,1.0
0.0031397174254317113,1.0
0.0031446540880503146,1.0
0.0031496062992125984,1.0
0.0031545741324921135,1.0
0.00315955766192733,1.0
0.0031645569620253164,1.0
0.003169572107765452,1.0
0.0031746031746031746,1.0
0.003179650238473768,1.0
0.0031847133757961785,1.0
0.003189792663476874,1.0
0.003194888178913738,1.0
0.0032,1.0
0.003205128205128205,1.0
0.0032102728731942215,1.0
0.003215434083601286,1.0
0.00322061191626409,1.0
0.0032258064516129032,1.0
0.0032310177705977385,1.0
0.003236245954692557,1.0
0.0032414910858995136,1.0
0.003246753246753247,1.0
0.0032520325203252032,1.0
0.003257328990228013,1.0
0.0032626427406199023,1.0
0.0032679738562091504,1.0
0.0032733224222585926,1.0
0.003278688524590164,1.0
0.003284072249589491,1.0
0.003289473684210526,1.0
0.0032948929159802307,1.0
0.0033003300330033004,1.0
0.003305785123966942,1.0
0.0033112582781456954,1.0
0.003316749585406302,1.0
0.0033222591362126247,1.0
0.0033277870216306157,1.0
0.0033333333333333335,1.0
0.00333889816360601,1.0
0.0033444816053511705,1.0
0.0033500837520938024,1.0
0.003355704697986577,1.0
0.0033613445378151263,1.0
0.003367003367003367,1.0
0.003372681281618887,1.0
0.0033783783783783786,1.0
0.00338409475465313,1.0
0.003389830508474576,1.0
0.003395585738539898,1.0
0.003401360544217687,1.0
0.0034071550255536627,1.0
0.0034129692832764505,1.0
0.003418803418803419,1.0
0.003424657534246575,1.0
0.003430531732418525,1.0
0.003436426116838488,1.0
0.0034423407917383822,1.0
0.0034482758620689655,1.0
0.0034542314335060447,1.0
0.0034602076124567475,1.0
0.0034662045060658577,1.0
0.003472222222222222,1.0
0.0034782608695652175,1.0
0.003484320557491289,1.0
0.0034904013961605585,1.0
0.0034965034965034965,1.0
0.0035026269702276708,1.0
0.0035087719298245615,1.0
0.0035149384885764497,1.0
0.0035211267605633804,1.0
0.003527336860670194,1.0
0.0035335689045936395,1.0
0.0035398230088495575,1.0
0.0035460992907801418,1.0
0.003552397868561279,1.0
0.0035587188612099642,1.0
0.0035650623885918,1.0
0.0035714285714285713,1.0
0.0035778175313059034,1.0
0.0035842293906810036,1.0
0.003590664272890485,1.0
0.0035971223021582736,1.0
0.0036036036036036037,1.0
0.0036101083032490976,1.0
0.0036231884057971015,1.0
0.003629764065335753,1.0
0.0036363636363636364,1.0
