precision,recall
0.002070393374741201,1.0
0.002072538860103627,1.0
0.002074688796680498,1.0
0.0020768431983385254,1.0
0.002079002079002079,1.0
0.002081165452653486,1.0
0.0020833333333333333,1.0
0.0020855057351407717,1.0
0.0020876826722338203,1.0
0.0020898641588296763,1.0
0.0020920502092050207,1.0
0.0020942408376963353,1.0
0.0020964360587002098,1.0
0.002098635886673662,1.0
0.0021008403361344537,1.0
0.002103049421661409,1.0
0.002105263157894737,1.0
0.002107481559536354,1.0
0.002109704641350211,1.0
0.0021119324181626186,1.0
0.0021141649048625794,1.0
0.0021164021164021165,1.0
0.00211864406779661,1.0
0.0021208907741251328,1.0
0.0021231422505307855,1.0
0.0021253985122210413,1.0
0.002127659574468085,1.0
0.002129925452609159,1.0
0.0021321961620469083,1.0
0.0021344717182497333,1.0
0.002136752136752137,1.0
0.0021390374331550803,1.0
0.0021413276231263384,1.0
0.0021436227224008574,1.0
0.002145922746781116,1.0
0.0021482277121374865,1.0
0.002150537634408602,1.0
0.002152852529601722,1.0
0.0021551724137931034,1.0
0.002157497303128371,1.0
0.0021598272138228943,1.0
0.002162162162162162,1.0
0.0021645021645021645,1.0
0.0021668472372697724,1.0
0.0021691973969631237,1.0
0.002171552660152009,1.0
0.002173913043478261,1.0
0.002176278563656148,1.0
0.002178649237472767,1.0
0.0021810250817884407,1.0
0.002183406113537118,1.0
0.002185792349726776,1.0
0.002188183807439825,1.0
0.002190580503833516,1.0
0.0021929824561403508,1.0
0.002197802197802198,1.0
0.0022002200220022,1.0
0.0022026431718061676,1.0
0.002205071664829107,1.0
0.002207505518763797,1.0
0.0022099447513812156,1.0
0.0022123893805309734,1.0
0.0022148394241417496,1.0
0.0022172949002217295,1.0
0.0022197558268590455,1.0
0.0022222222222222222,1.0
0.002224694104560623,1.0
0.0022271714922048997,1.0
0.002229654403567447,1.0
0.002232142857142857,1.0
0.0022371364653243847,1.0
0.0022396416573348264,1.0
0.002242152466367713,1.0
0.002244668911335578,1.0
0.0022471910112359553,1.0
0.0022497187851518562,1.0
0.0022522522522522522,1.0
0.002254791431792559,1.0
0.002257336343115124,1.0
0.0022598870056497176,1.0
0.0022650056625141564,1.0
0.0022675736961451248,1.0
0.0022701475595913734,1.0
0.0022727272727272726,1.0
0.0022753128555176336,1.0
0.002277904328018223,1.0
0.002280501710376283,1.0
0.00228310502283105,1.0
0.002285714285714286,1.0
0.002288329519450801,1.0
0.002290950744558992,1.0
0.0022935779816513763,1.0
0.002296211251435132,1.0
0.0022988505747126436,1.0
0.0023014959723820483,1.0
0.002304147465437788,1.0
0.002306805074971165,1.0
0.0023094688221709007,1.0
0.0023121387283236996,1.0
0.0023148148148148147,1.0
0.002317497103128621,1.0
0.002320185614849188,1.0
0.0023228803716608595,1.0
0.002325581395348837,1.0
0.002328288707799767,1.0
0.002331002331002331,1.0
0.002333722287047841,1.0
0.002336448598130841,1.0
0.0023391812865497076,1.0
0.00234192037470726,1.0
0.0023446658851113715,1.0
0.002347417840375587,1.0
0.0023501762632197414,1.0
0.002352941176470588,1.0
0.002355712603062426,1.0
0.0023584905660377358,1.0
0.0023612750885478157,1.0
0.002364066193853428,1.0
0.002366863905325444,1.0
0.002369668246445498,1.0
0.002372479240806643,1.0
0.0023752969121140144,1.0
0.0023781212841854932,1.0
0.002380952380952381,1.0
0.0023837902264600714,1.0
0.002386634844868735,1.0
0.0023894862604540022,1.0
0.0023923444976076554,1.0
0.0023952095808383233,1.0
0.002398081534772182,1.0
0.0024009603841536613,1.0
0.002403846153846154,1.0
0.0024067388688327317,1.0
0.0024096385542168677,1.0
0.0024125452352231603,1.0
0.0024154589371980675,1.0
0.0024183796856106408,1.0
0.002421307506053269,1.0
0.0024242424242424242,1.0
0.0024271844660194173,1.0
0.002430133657351154,1.0
0.0024330900243309003,1.0
0.00243605359317905,1.0
0.0024390243902439024,1.0
0.002442002442002442,1.0
0.0024449877750611247,1.0
0.0024479804161566705,1.0
0.0024509803921568627,1.0
0.00245398773006135,1.0
0.002457002457002457,1.0
0.0024600246002460025,1.0
0.0024630541871921183,1.0
0.002466091245376079,1.0
0.0024691358024691358,1.0
0.002472187886279357,1.0
0.0024752475247524753,1.0
0.0024783147459727386,1.0
0.0024813895781637717,1.0
0.002484472049689441,1.0
0.0024875621890547263,1.0
0.0024906600249066002,1.0
0.0024968789013732834,1.0
0.0025,1.0
0.0025031289111389237,1.0
0.002506265664160401,1.0
0.002509410288582183,1.0
0.002512562814070352,1.0
0.0025157232704402514,1.0
0.0025188916876574307,1.0
0.0025220680958385876,1.0
0.0025252525252525255,1.0
0.0025284450063211127,1.0
0.002531645569620253,1.0
0.0025348542458808617,1.0
0.0025380710659898475,1.0
0.0025412960609911056,1.0
0.002544529262086514,1.0
0.0025477707006369425,1.0
0.002551020408163265,1.0
0.002554278416347382,1.0
0.0025575447570332483,1.0
0.002560819462227913,1.0
0.002564102564102564,1.0
0.0025673940949935813,1.0
0.002570694087403599,1.0
0.002574002574002574,1.0
0.002577319587628866,1.0
0.0025806451612903226,1.0
0.002583979328165375,1.0
0.00258732212160414,1.0
0.0025906735751295338,1.0
0.0025940337224383916,1.0
0.0025974025974025974,1.0
0.002600780234070221,1.0
0.0026041666666666665,1.0
0.002607561929595828,1.0
0.00261437908496732,1.0
0.002621231979030144,1.0
0.0026246719160104987,1.0
0.002628120893561104,1.0
0.002631578947368421,1.0
0.002635046113306983,1.0
0.002638522427440633,1.0
0.002642007926023778,1.0
0.0026455026455026454,1.0
0.0026490066225165563,1.0
0.002652519893899204,1.0
0.0026560424966799467,1.0
0.0026595744680851063,1.0
0.002663115845539281,1.0
0.0026666666666666666,1.0
0.0026702269692923898,1.0
0.00267379679144385,1.0
0.002677376171352075,1.0
0.002680965147453083,1.0
0.0026845637583892616,1.0
0.002688172043010753,1.0
0.0026917900403768506,1.0
0.0026954177897574125,1.0
0.002699055330634278,1.0
0.002702702702702703,1.0
0.0027063599458728013,1.0
0.0027100271002710027,1.0
0.0027137042062415195,1.0
0.002717391304347826,1.0
0.0027210884353741495,1.0
0.0027247956403269754,1.0
0.002728512960436562,1.0
0.00273224043715847,1.0
0.0027359781121751026,1.0
0.0027397260273972603,1.0
0.0027434842249657062,1.0
0.0027472527472527475,1.0
0.002751031636863824,1.0
0.0027548209366391185,1.0
0.002758620689655172,1.0
0.0027624309392265192,1.0
0.0027662517289073307,1.0
0.002770083102493075,1.0
0.0027739251040221915,1.0
0.002777777777777778,1.0
0.0027816411682892906,1.0
0.002785515320334262,1.0
0.002789400278940028,1.0
0.002793296089385475,1.0
0.002797202797202797,1.0
0.0028011204481792717,1.0
0.002805049088359046,1.0
0.0028089887640449437,1.0
0.0028129395218002813,1.0
0.0028169014084507044,1.0
0.0028208744710860366,1.0
0.002824858757062147,1.0
0.002828854314002829,1.0
0.0028328611898017,1.0
0.0028368794326241137,1.0
0.002840909090909091,1.0
0.002844950213371266,1.0
0.002849002849002849,1.0
0.0028530670470756064,1.0
0.002857142857142857,1.0
0.002861230329041488,1.0
0.0028653295128939827,1.0
0.0028694404591104736,1.0
0.0028735632183908046,1.0
0.0028776978417266188,1.0
0.002881844380403458,1.0
0.002886002886002886,1.0
0.002890173410404624,1.0
0.002894356005788712,1.0
0.002898550724637681,1.0
0.002902757619738752,1.0
0.0029069767441860465,1.0
0.002911208151382824,1.0
0.0029154518950437317,1.0
0.00291970802919708,1.0
0.0029239766081871343,1.0
0.0029282576866764276,1.0
0.002932551319648094,1.0
0.002936857562408223,1.0
0.0029411764705882353,1.0
0.0029455081001472753,1.0
0.0029498525073746312,1.0
