experiment,arm,seed,path,labeling_raw_f1,labeling_refined_f1,detection_f1,detection_acc,selected_round,wall_clock_s,finished_at
E5,clients20,43,./outputs/results/E5/clients20/seed43,0.9493,0.9493,0.79,0.7774,45,225.9,2026-09-10 03:25:53
E5,clients20,44,./outputs/results/E5/clients20/seed44,0.9517,0.9517,0.7048,0.7364,36,221.4,2026-09-10 03:29:34
E5,clients50,42,./outputs/results/E5/clients50/seed42,0.9622,0.9622,0.8623,0.8438,28,849.1,2026-09-10 03:43:47
E5,clients50,43,./outputs/results/E5/clients50/seed43,0.9601,0.9601,0.8782,0.8532,51,533.3,2026-09-10 03:52:40
E5,clients50,44,./outputs/results/E5/clients50/seed44,0.9611,0.9611,0.8601,0.8369,44,538.0,2026-09-10 04:01:38
E6,zeta_final,42,./outputs/results/E6/zeta_final/seed42,0.9306,0.9306,0.8659,0.8464,115,97.0,2026-09-10 04:03:19
E1_2018,final,42,./outputs/results/E1_2018/final/seed42,0.9511,0.9511,0.8609,0.8733,190,127.8,2026-09-10 04:10:16
E1_2018,final,43,./outputs/results/E1_2018/final/seed43,0.9456,0.9456,0.862,0.8696,164,122.2,2026-09-10 04:12:18
E1_2018,final,44,./outputs/results/E1_2018/final/seed44,0.9527,0.9527,0.9111,0.9013,62,131.3,2026-09-10 04:14:29
E_LOFO_2018,Bot,42,./outputs/results/E_LOFO_2018/Bot/seed42,,,,,74,103.7,2026-09-10 04:16:19
E_LOFO_2018,Bot,43,./outputs/results/E_LOFO_2018/Bot/seed43,,,,,118,112.0,2026-09-10 04:18:14
E_LOFO_2018,Bot,44,./outputs/results/E_LOFO_2018/Bot/seed44,,,,,63,104.6,2026-09-10 04:20:01
E_LOFO_2018,Brute_Force_Web,42,./outputs/results/E_LOFO_2018/Brute_Force_Web/seed42,,,,,68,134.1,2026-09-10 04:22:23
E_LOFO_2018,Brute_Force_XSS,42,./outputs/results/E_LOFO_2018/Brute_Force_XSS/seed42,,,,,181,129.3,2026-09-10 04:24:32
E_LOFO_2018,DDOS_attackHOIC,42,./outputs/results/E_LOFO_2018/DDOS_attackHOIC/seed42,,,,,148,100.3,2026-09-10 04:26:12
E_LOFO_2018,DDOS_attackLOICUDP,42,./outputs/results/E_LOFO_2018/DDOS_attackLOICUDP/seed42,,,,,181,119.4,2026-09-10 04:28:12
E_LOFO_2018,DDoS_attacksLOICHTTP,42,./outputs/results/E_LOFO_2018/DDoS_attacksLOICHTTP/seed42,,,,,89,120.4,2026-09-10 04:30:12
E_LOFO_2018,DoS_attacksGoldenEye,42,./outputs/results/E_LOFO_2018/DoS_attacksGoldenEye/seed42,,,,,91,99.9,2026-09-10 04:31:52
E_LOFO_2018,DoS_attacksHulk,42,./outputs/results/E_LOFO_2018/DoS_attacksHulk/seed42,,,,,147,109.7,2026-09-10 04:33:42
E_LOFO_2018,DoS_attacksSlowHTTPTest,42,./outputs/results/E_LOFO_2018/DoS_attacksSlowHTTPTest/seed42,,,,,145,117.9,2026-09-10 04:35:39
E_LOFO_2018,DoS_attacksSlowloris,42,./outputs/results/E_LOFO_2018/DoS_attacksSlowloris/seed42,,,,,177,106.0,2026-09-10 04:37:25
E_LOFO_2018,FTPBruteForce,42,./outputs/results/E_LOFO_2018/FTPBruteForce/seed42,,,,,187,127.3,2026-09-10 04:39:33
E_LOFO_2018,Infilteration,42,./outputs/results/E_LOFO_2018/Infilteration/seed42,,,,,55,115.8,2026-09-10 04:41:29
E_LOFO_2018,SQL_Injection,42,./outputs/results/E_LOFO_2018/SQL_Injection/seed42,,,,,198,128.7,2026-09-10 04:43:37
E_LOFO_2018,SSHBruteforce,42,./outputs/results/E_LOFO_2018/SSHBruteforce/seed42,,,,,174,110.1,2026-09-10 04:45:27
E3,A1_laplacian,45,./outputs/results/E3/A1_laplacian/seed45,0.9221,0.917,,,,21.8,2026-09-10 04:46:10
E3,A1_laplacian,46,./outputs/results/E3/A1_laplacian/seed46,0.9145,0.9099,,,,21.2,2026-09-10 04:46:31
E3,A1_variance,45,./outputs/results/E3/A1_variance/seed45,0.927,0.9235,,,,21.4,2026-09-10 04:46:55
E3,A1_variance,46,./outputs/results/E3/A1_variance/seed46,0.9188,0.9172,,,,22.4,2026-09-10 04:47:18
E3,A1_rf_gini_v1legacy,45,./outputs/results/E3/A1_rf_gini_v1legacy/seed45,0.8756,0.8755,,,,22.8,2026-09-10 04:47:43
E3,A1_rf_gini_v1legacy,46,./outputs/results/E3/A1_rf_gini_v1legacy/seed46,0.8774,0.8703,,,,21.5,2026-09-10 04:48:04
E3,A1_all_features,45,./outputs/results/E3/A1_all_features/seed45,0.9286,0.9257,,,,25.6,2026-09-10 04:48:33
E3,A1_all_features,46,./outputs/results/E3/A1_all_features/seed46,0.9192,0.9171,,,,21.3,2026-09-10 04:48:54
E3,A6_pca2d_v1legacy,45,./outputs/results/E3/A6_pca2d_v1legacy/seed45,0.908,0.9059,,,,22.2,2026-09-10 04:49:19
E3,A6_pca2d_v1legacy,46,./outputs/results/E3/A6_pca2d_v1legacy/seed46,0.9023,0.9025,,,,22.0,2026-09-10 04:49:41
E3,A9_k2,45,./outputs/results/E3/A9_k2/seed45,0.7275,0.7273,,,,22.6,2026-09-10 04:50:07
E3,A9_k2,46,./outputs/results/E3/A9_k2/seed46,0.7287,0.7288,,,,30.6,2026-09-10 04:50:37
E3,A9_k4,45,./outputs/results/E3/A9_k4/seed45,0.8577,0.8566,,,,23.8,2026-09-10 04:51:04
E3,A9_k4,46,./outputs/results/E3/A9_k4/seed46,0.8572,0.8573,,,,21.6,2026-09-10 04:51:25
E3,A9_k8,45,./outputs/results/E3/A9_k8/seed45,0.9115,0.9058,,,,24.1,2026-09-10 04:51:52
E3,A9_k8,46,./outputs/results/E3/A9_k8/seed46,0.897,0.8915,,,,24.2,2026-09-10 04:52:16
E3,A9_k16,45,./outputs/results/E3/A9_k16/seed45,0.9423,0.9373,,,,31.6,2026-09-10 04:52:52
E3,A9_k16,46,./outputs/results/E3/A9_k16/seed46,0.929,0.9273,,,,28.9,2026-09-10 04:53:21
E3,A9_k20,45,./outputs/results/E3/A9_k20/seed45,0.9387,0.9362,,,,24.4,2026-09-10 04:53:48
E3,A9_k20,46,./outputs/results/E3/A9_k20/seed46,0.9364,0.9335,,,,22.2,2026-09-10 04:54:10
E3,A8_R0,45,./outputs/results/E3/A8_R0/seed45,0.929,0.929,0.8421,0.8202,33,98.6,2026-09-10 04:55:52
E3,A8_R0,46,./outputs/results/E3/A8_R0/seed46,0.9183,0.9183,0.8452,0.8265,68,93.9,2026-09-10 04:57:26
E3,A8_R1,45,./outputs/results/E3/A8_R1/seed45,0.929,0.9269,0.8148,0.7858,7,169.1,2026-09-10 05:00:18
E3,A8_R1,46,./outputs/results/E3/A8_R1/seed46,0.9183,0.9162,0.8172,0.79,1,175.7,2026-09-10 05:03:14
E3,A8_R5,45,./outputs/results/E3/A8_R5/seed45,0.929,0.9245,0.8231,0.7963,24,316.4,2026-09-10 05:08:33
E3,A8_R5,46,./outputs/results/E3/A8_R5/seed46,0.9183,0.9136,0.8172,0.79,1,301.0,2026-09-10 05:13:34
E3,A3_no_refinement_no_curation,45,./outputs/results/E3/A3_no_refinement_no_curation/seed45,0.929,0.929,0.8089,0.7937,40,308.8,2026-09-10 05:18:46
E3,A3_no_refinement_no_curation,46,./outputs/results/E3/A3_no_refinement_no_curation/seed46,0.9183,0.9183,0.8181,0.8021,11,300.4,2026-09-10 05:23:46
E3,A3_naive_selftraining,45,./outputs/results/E3/A3_naive_selftraining/seed45,0.929,0.8587,0.8147,0.7857,11,283.2,2026-09-10 05:28:33
E3,A3_naive_selftraining,46,./outputs/results/E3/A3_naive_selftraining/seed46,0.9183,0.8295,0.814,0.7859,1,298.1,2026-09-10 05:33:31
E3,A4_global_threshold,45,./outputs/results/E3/A4_global_threshold/seed45,0.929,0.9249,0.8185,0.7903,16,285.2,2026-09-10 05:38:19
E3,A4_global_threshold,46,./outputs/results/E3/A4_global_threshold/seed46,0.9183,0.9141,0.8218,0.7955,13,304.3,2026-09-10 05:43:23
E3,A5_bce,45,./outputs/results/E3/A5_bce/seed45,0.929,0.9247,0.8263,0.8002,41,260.8,2026-09-10 05:47:47
E3,A5_bce,46,./outputs/results/E3/A5_bce/seed46,0.9183,0.914,0.8171,0.79,1,271.2,2026-09-10 05:52:19
E3,A5_logit_adjusted,45,./outputs/results/E3/A5_logit_adjusted/seed45,0.929,0.9245,0.8185,0.7904,23,256.4,2026-09-10 05:56:38
E3,A5_logit_adjusted,46,./outputs/results/E3/A5_logit_adjusted/seed46,0.9183,0.914,0.8164,0.7894,1,274.5,2026-09-10 06:01:13
E3,A10_train_on_all,45,./outputs/results/E3/A10_train_on_all/seed45,0.929,0.9252,0.8118,0.7943,26,319.5,2026-09-10 06:06:36
E3,A10_train_on_all,46,./outputs/results/E3/A10_train_on_all/seed46,0.9183,0.9148,0.8321,0.8092,22,313.6,2026-09-10 06:11:49
E3,A7_fedavg_mu0,45,./outputs/results/E3/A7_fedavg_mu0/seed45,0.929,0.9252,0.8249,0.7995,18,196.4,2026-09-10 06:15:08
E3,A7_fedavg_mu0,46,./outputs/results/E3/A7_fedavg_mu0/seed46,0.9183,0.9148,0.8172,0.789,1,207.4,2026-09-10 06:18:36
E3,A7_fedprox_mu01,45,./outputs/results/E3/A7_fedprox_mu01/seed45,0.929,0.9252,0.8185,0.7916,8,259.8,2026-09-10 06:22:58
E3,A7_fedprox_mu01,46,./outputs/results/E3/A7_fedprox_mu01/seed46,0.9183,0.9148,0.8213,0.7947,10,268.5,2026-09-10 06:27:27
E3,A7_no_ema,45,./outputs/results/E3/A7_no_ema/seed45,0.929,0.9252,0.8222,0.7967,2,267.0,2026-09-10 06:31:58
E3,A7_no_ema,46,./outputs/results/E3/A7_no_ema/seed46,0.9183,0.9148,0.8172,0.7894,1,263.5,2026-09-10 06:36:22
E3,A7_selection_last,45,./outputs/results/E3/A7_selection_last/seed45,0.929,0.9252,0.3527,0.5565,200,257.9,2026-09-10 06:40:42
E3,A7_selection_last,46,./outputs/results/E3/A7_selection_last/seed46,0.9183,0.9148,0.4031,0.594,200,265.4,2026-09-10 06:45:08
E3,A7_lr1e3_v1legacy,45,./outputs/results/E3/A7_lr1e3_v1legacy/seed45,0.929,0.9252,0.8316,0.8097,200,253.5,2026-09-10 06:49:24
E3,A7_lr1e3_v1legacy,46,./outputs/results/E3/A7_lr1e3_v1legacy/seed46,0.9183,0.9148,0.815,0.7864,2,273.4,2026-09-10 06:53:57
SMOKE_ICC,noise,42,./outputs/results/SMOKE_ICC/noise/seed42,0.9191,0.918,0.7885,0.7615,5,32.3,2026-09-11 17:56:16
SMOKE_ICC,sample,42,./outputs/results/SMOKE_ICC/sample/seed42,0.9191,0.918,0.3702,0.5907,5,25.9,2026-09-11 17:56:46
SMOKE_ICC,topk,42,./outputs/results/SMOKE_ICC/topk/seed42,0.9191,0.918,0.1925,0.4934,5,28.4,2026-09-11 17:57:16
E11,rho_0.00,42,./outputs/results/E11/rho_0.00/seed42,0.9306,0.9306,0.8659,0.8464,115,107.1,2026-09-11 18:00:14
E11,rho_0.00,43,./outputs/results/E11/rho_0.00/seed43,0.9278,0.9278,0.8447,0.8264,144,96.5,2026-09-11 18:01:51
E11,rho_0.00,44,./outputs/results/E11/rho_0.00/seed44,0.9396,0.9396,0.8629,0.8389,24,99.0,2026-09-11 18:03:30
E11,rho_0.00,45,./outputs/results/E11/rho_0.00/seed45,0.9423,0.9423,0.8808,0.8633,30,97.6,2026-09-11 18:05:07
E11,rho_0.00,46,./outputs/results/E11/rho_0.00/seed46,0.929,0.929,0.8686,0.8462,32,102.0,2026-09-11 18:06:49
E11,rho_0.05,42,./outputs/results/E11/rho_0.05/seed42,0.9306,0.9306,0.8621,0.8407,88,106.4,2026-09-11 18:08:39
E11,rho_0.05,43,./outputs/results/E11/rho_0.05/seed43,0.9278,0.9278,0.831,0.8073,200,100.0,2026-09-11 18:10:19
E11,rho_0.05,44,./outputs/results/E11/rho_0.05/seed44,0.9396,0.9396,0.8665,0.8442,31,96.2,2026-09-11 18:11:55
E11,rho_0.05,45,./outputs/results/E11/rho_0.05/seed45,0.9423,0.9423,0.8573,0.8417,25,98.7,2026-09-11 18:13:34
E11,rho_0.05,46,./outputs/results/E11/rho_0.05/seed46,0.929,0.929,0.8388,0.8177,30,107.7,2026-09-11 18:15:22
E11,rho_0.10,42,./outputs/results/E11/rho_0.10/seed42,0.9306,0.9306,0.8686,0.8506,73,92.0,2026-09-11 18:16:57
E11,rho_0.10,43,./outputs/results/E11/rho_0.10/seed43,0.9278,0.9278,0.8341,0.8129,200,95.1,2026-09-11 18:18:32
E11,rho_0.10,44,./outputs/results/E11/rho_0.10/seed44,0.9396,0.9396,0.8662,0.8437,23,105.0,2026-09-11 18:20:17
E11,rho_0.10,45,./outputs/results/E11/rho_0.10/seed45,0.9423,0.9423,0.85,0.8315,23,104.3,2026-09-11 18:22:01
E11,rho_0.10,46,./outputs/results/E11/rho_0.10/seed46,0.929,0.929,0.8367,0.816,25,107.7,2026-09-11 18:23:49
E11,rho_0.15,42,./outputs/results/E11/rho_0.15/seed42,0.9306,0.9306,0.8681,0.8489,99,103.0,2026-09-11 18:25:36
E11,rho_0.15,43,./outputs/results/E11/rho_0.15/seed43,0.9278,0.9278,0.8326,0.8115,46,110.2,2026-09-11 18:27:26
E11,rho_0.15,44,./outputs/results/E11/rho_0.15/seed44,0.9396,0.9396,0.867,0.8448,23,98.3,2026-09-11 18:29:04
E11,rho_0.15,45,./outputs/results/E11/rho_0.15/seed45,0.9423,0.9423,0.8552,0.8391,21,101.3,2026-09-11 18:30:46
E11,rho_0.15,46,./outputs/results/E11/rho_0.15/seed46,0.929,0.929,0.839,0.8183,28,107.9,2026-09-11 18:32:34
E11,rho_0.20,42,./outputs/results/E11/rho_0.20/seed42,0.9306,0.9306,0.8684,0.8493,83,95.3,2026-09-11 18:34:12
E11,rho_0.20,43,./outputs/results/E11/rho_0.20/seed43,0.9278,0.9278,0.8425,0.8256,103,102.4,2026-09-11 18:35:55
E11,rho_0.20,44,./outputs/results/E11/rho_0.20/seed44,0.9396,0.9396,0.8677,0.846,26,91.8,2026-09-11 18:37:26
E11,rho_0.20,45,./outputs/results/E11/rho_0.20/seed45,0.9423,0.9423,0.8769,0.8582,27,90.5,2026-09-11 18:38:57
E11,rho_0.20,46,./outputs/results/E11/rho_0.20/seed46,0.929,0.929,0.8383,0.8184,29,99.6,2026-09-11 18:40:36
E11,rho_0.30,42,./outputs/results/E11/rho_0.30/seed42,0.9306,0.9306,0.8671,0.8476,86,96.6,2026-09-11 18:42:17
E11,rho_0.30,43,./outputs/results/E11/rho_0.30/seed43,0.9278,0.9278,0.8678,0.8473,52,100.5,2026-09-11 18:43:58
E11,rho_0.30,44,./outputs/results/E11/rho_0.30/seed44,0.9396,0.9396,0.8728,0.8519,32,97.4,2026-09-11 18:45:35
E11,rho_0.30,45,./outputs/results/E11/rho_0.30/seed45,0.9423,0.9423,0.8813,0.8611,66,97.2,2026-09-11 18:47:12
E11,rho_0.30,46,./outputs/results/E11/rho_0.30/seed46,0.929,0.929,0.8731,0.8528,36,100.2,2026-09-11 18:48:53
E12,frac_0.2,42,./outputs/results/E12/frac_0.2/seed42,0.9306,0.9306,0.867,0.8478,134,29.3,2026-09-11 18:49:25
E12,frac_0.2,43,./outputs/results/E12/frac_0.2/seed43,0.9278,0.9278,0.8662,0.8447,140,29.0,2026-09-11 18:49:54
E12,frac_0.2,44,./outputs/results/E12/frac_0.2/seed44,0.9396,0.9396,0.8716,0.8522,195,31.0,2026-09-11 18:50:25
E12,frac_0.5,42,./outputs/results/E12/frac_0.5/seed42,0.9306,0.9306,0.8668,0.8479,177,50.3,2026-09-11 18:51:18
E12,frac_0.5,43,./outputs/results/E12/frac_0.5/seed43,0.9278,0.9278,0.8493,0.8304,132,48.8,2026-09-11 18:52:07
E12,frac_0.5,44,./outputs/results/E12/frac_0.5/seed44,0.9396,0.9396,0.8721,0.8525,129,56.1,2026-09-11 18:53:03
E13,epochs_2,42,./outputs/results/E13/epochs_2/seed42,0.9306,0.9306,0.862,0.8413,105,177.2,2026-09-11 18:56:03
E13,epochs_2,43,./outputs/results/E13/epochs_2/seed43,0.9278,0.9278,0.8471,0.8298,149,184.8,2026-09-11 18:59:08
E13,epochs_2,44,./outputs/results/E13/epochs_2/seed44,0.9396,0.9396,0.8646,0.8414,26,174.8,2026-09-11 19:02:03
E13,epochs_5,42,./outputs/results/E13/epochs_5/seed42,0.9306,0.9306,0.8582,0.8361,87,398.0,2026-09-11 19:08:43
E13,epochs_5,43,./outputs/results/E13/epochs_5/seed43,0.9278,0.9278,0.8473,0.8298,153,404.0,2026-09-11 19:15:27
E13,epochs_5,44,./outputs/results/E13/epochs_5/seed44,0.9396,0.9396,0.8661,0.8434,26,458.9,2026-09-11 19:23:06
E14,fp16,42,./outputs/results/E14/fp16/seed42,0.9306,0.9306,0.8659,0.8465,115,112.4,2026-09-11 19:25:06
E14,fp16,43,./outputs/results/E14/fp16/seed43,0.9278,0.9278,0.8447,0.8264,144,101.9,2026-09-11 19:26:48
E14,fp16,44,./outputs/results/E14/fp16/seed44,0.9396,0.9396,0.8629,0.8389,24,103.7,2026-09-11 19:28:32
E14,topk_0.1,42,./outputs/results/E14/topk_0.1/seed42,0.9306,0.9306,0.4606,0.6246,169,91.2,2026-09-11 19:30:06
E14,topk_0.1,43,./outputs/results/E14/topk_0.1/seed43,0.9278,0.9278,0.8172,0.7887,75,94.0,2026-09-11 19:31:40
E14,topk_0.1,44,./outputs/results/E14/topk_0.1/seed44,0.9396,0.9396,0.8294,0.8126,52,102.7,2026-09-11 19:33:23
E14,topk_0.01,42,./outputs/results/E14/topk_0.01/seed42,0.9306,0.9306,0.837,0.7777,6,93.2,2026-09-11 19:34:59
E14,topk_0.01,43,./outputs/results/E14/topk_0.01/seed43,0.9278,0.9278,0.8363,0.8052,4,93.9,2026-09-11 19:36:33
E14,topk_0.01,44,./outputs/results/E14/topk_0.01/seed44,0.9396,0.9396,0.4958,0.5914,19,98.5,2026-09-11 19:38:11
E15,a2b_0.05,42,./outputs/results/E15/a2b_0.05/seed42,0.9306,0.9306,0.8466,0.8305,28,107.1,2026-09-11 19:40:15
E15,a2b_0.05,43,./outputs/results/E15/a2b_0.05/seed43,0.9278,0.9278,0.8279,0.8088,176,97.9,2026-09-11 19:41:53
E15,a2b_0.05,44,./outputs/results/E15/a2b_0.05/seed44,0.9396,0.9396,0.8069,0.8023,60,96.0,2026-09-11 19:43:29
E15,a2b_0.05,45,./outputs/results/E15/a2b_0.05/seed45,0.9423,0.9423,0.8184,0.8167,37,100.7,2026-09-11 19:45:09
E15,a2b_0.05,46,./outputs/results/E15/a2b_0.05/seed46,0.929,0.929,0.818,0.8044,43,94.3,2026-09-11 19:46:44
E15,a2b_0.10,42,./outputs/results/E15/a2b_0.10/seed42,0.9306,0.9306,0.7781,0.7897,45,96.6,2026-09-11 19:48:24
E15,a2b_0.10,43,./outputs/results/E15/a2b_0.10/seed43,0.9278,0.9278,0.7984,0.7942,137,93.8,2026-09-11 19:49:57
E15,a2b_0.10,44,./outputs/results/E15/a2b_0.10/seed44,0.9396,0.9396,0.752,0.7553,38,105.2,2026-09-11 19:51:43
E15,a2b_0.10,45,./outputs/results/E15/a2b_0.10/seed45,0.9423,0.9423,0.613,0.6946,57,111.9,2026-09-11 19:53:34
E15,a2b_0.10,46,./outputs/results/E15/a2b_0.10/seed46,0.929,0.929,0.7845,0.7806,56,100.7,2026-09-11 19:55:15
E15,a2b_0.20,42,./outputs/results/E15/a2b_0.20/seed42,0.9306,0.9306,0.2438,0.5314,46,109.0,2026-09-11 19:57:07
E15,a2b_0.20,43,./outputs/results/E15/a2b_0.20/seed43,0.9278,0.9278,0.3523,0.5554,127,100.0,2026-09-11 19:58:47
E15,a2b_0.20,44,./outputs/results/E15/a2b_0.20/seed44,0.9396,0.9396,0.3785,0.5618,127,101.6,2026-09-11 20:00:29
E15,a2b_0.20,45,./outputs/results/E15/a2b_0.20/seed45,0.9423,0.9423,0.2244,0.4952,71,107.8,2026-09-11 20:02:17
E15,a2b_0.20,46,./outputs/results/E15/a2b_0.20/seed46,0.929,0.929,0.3688,0.55,192,102.9,2026-09-11 20:04:00
E15,b2a_0.10,42,./outputs/results/E15/b2a_0.10/seed42,0.9306,0.9306,0.8649,0.8333,186,107.3,2026-09-11 20:05:55
E15,b2a_0.10,43,./outputs/results/E15/b2a_0.10/seed43,0.9278,0.9278,0.8454,0.8143,4,109.6,2026-09-11 20:07:44
E15,b2a_0.10,44,./outputs/results/E15/b2a_0.10/seed44,0.9396,0.9396,0.8728,0.844,116,138.4,2026-09-11 20:10:03
E15,b2a_0.10,45,./outputs/results/E15/b2a_0.10/seed45,0.9423,0.9423,0.8865,0.8633,192,101.8,2026-09-11 20:11:44
E15,b2a_0.10,46,./outputs/results/E15/b2a_0.10/seed46,0.929,0.929,0.8723,0.8401,187,128.2,2026-09-11 20:13:53
REPRO_CHECK,current_code,42,./outputs/results/REPRO_CHECK/current_code/seed42,0.9306,0.9306,0.8659,0.8464,115,108.4,2026-09-11 20:14:57
REPRO_CHECK,v2,42,./outputs/results/REPRO_CHECK/v2/seed42,0.9306,0.9306,0.8659,0.8464,115,113.8,2026-09-11 22:27:48
SMOKE2,wsup,42,./outputs/results/SMOKE2/wsup/seed42,0.9306,0.9306,0.7172,0.7266,5,12.6,2026-09-11 22:28:52
SMOKE2,tkef,42,./outputs/results/SMOKE2/tkef/seed42,0.9306,0.9306,0.7154,0.7277,7,10.2,2026-09-11 22:29:18
E16,sup_balanced_mu10,42,./outputs/results/E16/sup_balanced_mu10/seed42,0.9306,0.9306,0.859,0.8366,78,101.1,2026-09-11 22:31:07
E16,sup_balanced_mu10,43,./outputs/results/E16/sup_balanced_mu10/seed43,0.9278,0.9278,0.8677,0.8457,113,100.7,2026-09-11 22:32:48
E16,sup_balanced_mu10,44,./outputs/results/E16/sup_balanced_mu10/seed44,0.9396,0.9396,0.8683,0.8463,25,107.8,2026-09-11 22:34:35
E16,sup_balanced_mu10,45,./outputs/results/E16/sup_balanced_mu10/seed45,0.9423,0.9423,0.8815,0.865,69,101.9,2026-09-11 22:36:17
E16,sup_balanced_mu10,46,./outputs/results/E16/sup_balanced_mu10/seed46,0.929,0.929,0.8716,0.854,173,105.1,2026-09-11 22:38:02
E16,sup_balanced_mu0,42,./outputs/results/E16/sup_balanced_mu0/seed42,0.9306,0.9306,0.7349,0.7605,76,78.1,2026-09-11 22:39:24
E16,sup_balanced_mu0,43,./outputs/results/E16/sup_balanced_mu0/seed43,0.9278,0.9278,0.8323,0.816,90,73.6,2026-09-11 22:40:37
E16,sup_balanced_mu0,44,./outputs/results/E16/sup_balanced_mu0/seed44,0.9396,0.9396,0.8522,0.8249,8,73.7,2026-09-11 22:41:51
E16,sup_balanced_mu0,45,./outputs/results/E16/sup_balanced_mu0/seed45,0.9423,0.9423,0.7314,0.7656,34,80.8,2026-09-11 22:43:12
E16,sup_balanced_mu0,46,./outputs/results/E16/sup_balanced_mu0/seed46,0.929,0.929,0.8443,0.8242,18,75.2,2026-09-11 22:44:27
E16,sup_balanced_allrows,42,./outputs/results/E16/sup_balanced_allrows/seed42,0.9306,0.9306,0.4727,0.6578,200,324.4,2026-09-11 22:49:55
E16,sup_balanced_allrows,43,./outputs/results/E16/sup_balanced_allrows/seed43,0.9278,0.9278,0.4605,0.6391,200,321.3,2026-09-11 22:55:16
E16,sup_balanced_allrows,44,./outputs/results/E16/sup_balanced_allrows/seed44,0.9396,0.9396,0.4572,0.6504,200,421.0,2026-09-11 23:02:17
E16,sup_balanced_allrows,45,./outputs/results/E16/sup_balanced_allrows/seed45,0.9423,0.9423,0.4569,0.6425,199,369.4,2026-09-11 23:08:27
E16,sup_balanced_allrows,46,./outputs/results/E16/sup_balanced_allrows/seed46,0.929,0.929,0.396,0.6032,200,429.0,2026-09-11 23:15:36
E16,sup_balanced_lr1e3,42,./outputs/results/E16/sup_balanced_lr1e3/seed42,0.9306,0.9306,0.8299,0.8129,91,125.5,2026-09-11 23:17:53
E16,sup_balanced_lr1e3,43,./outputs/results/E16/sup_balanced_lr1e3/seed43,0.9278,0.9278,0.8626,0.8403,188,136.5,2026-09-11 23:20:09
E16,sup_balanced_lr1e3,44,./outputs/results/E16/sup_balanced_lr1e3/seed44,0.9396,0.9396,0.8682,0.8478,164,125.1,2026-09-11 23:22:14
E16,sup_balanced_lr1e3,45,./outputs/results/E16/sup_balanced_lr1e3/seed45,0.9423,0.9423,0.8818,0.8655,139,133.2,2026-09-11 23:24:28
E16,sup_balanced_lr1e3,46,./outputs/results/E16/sup_balanced_lr1e3/seed46,0.929,0.929,0.875,0.8567,173,114.7,2026-09-11 23:26:22
E16,sup_unweighted_allrows,42,./outputs/results/E16/sup_unweighted_allrows/seed42,0.9306,0.9306,0.7958,0.7727,9,403.5,2026-09-11 23:33:09
E16,sup_unweighted_allrows,43,./outputs/results/E16/sup_unweighted_allrows/seed43,0.9278,0.9278,0.8254,0.8023,6,384.4,2026-09-11 23:39:34
E16,sup_unweighted_allrows,44,./outputs/results/E16/sup_unweighted_allrows/seed44,0.9396,0.9396,0.7972,0.7719,3,327.7,2026-09-11 23:45:02
E16,sup_unweighted_allrows,45,./outputs/results/E16/sup_unweighted_allrows/seed45,0.9423,0.9423,0.824,0.8,4,362.9,2026-09-11 23:51:05
E16,sup_unweighted_allrows,46,./outputs/results/E16/sup_unweighted_allrows/seed46,0.929,0.929,0.8034,0.7844,10,406.0,2026-09-11 23:57:51
E17,clusterfed,42,./outputs/results/E17/clusterfed/seed42,0.9306,0.9306,0.8659,0.8464,115,115.0,2026-09-11 23:59:49
E17,clusterfed,43,./outputs/results/E17/clusterfed/seed43,0.9278,0.9278,0.8447,0.8264,144,108.8,2026-09-12 00:01:38
E17,clusterfed,44,./outputs/results/E17/clusterfed/seed44,0.9396,0.9396,0.8629,0.8389,24,106.9,2026-09-12 00:03:25
E17,clusterfed,45,./outputs/results/E17/clusterfed/seed45,0.9423,0.9423,0.8808,0.8633,30,102.5,2026-09-12 00:05:08
E17,clusterfed,46,./outputs/results/E17/clusterfed/seed46,0.929,0.929,0.8686,0.8462,32,94.2,2026-09-12 00:06:42
E17,clusterfed,47,./outputs/results/E17/clusterfed/seed47,0.9273,0.9273,0.8783,0.8505,72,119.2,2026-09-12 00:08:41
E17,clusterfed,48,./outputs/results/E17/clusterfed/seed48,0.9241,0.9241,0.8539,0.8249,26,111.5,2026-09-12 00:10:33
E17,clusterfed,49,./outputs/results/E17/clusterfed/seed49,0.9387,0.9387,0.871,0.8517,104,124.7,2026-09-12 00:12:37
E17,clusterfed,50,./outputs/results/E17/clusterfed/seed50,0.931,0.931,0.8658,0.8455,36,110.3,2026-09-12 00:14:28
E17,clusterfed,51,./outputs/results/E17/clusterfed/seed51,0.9289,0.9289,0.8617,0.8386,40,129.1,2026-09-12 00:16:37
E17,supervised,42,./outputs/results/E17/supervised/seed42,0.9306,0.9306,0.8592,0.8368,80,107.7,2026-09-12 00:18:41
E17,supervised,43,./outputs/results/E17/supervised/seed43,0.9278,0.9278,0.8672,0.845,124,110.5,2026-09-12 00:20:31
E17,supervised,44,./outputs/results/E17/supervised/seed44,0.9396,0.9396,0.871,0.8527,198,92.0,2026-09-12 00:22:03
E17,supervised,45,./outputs/results/E17/supervised/seed45,0.9423,0.9423,0.8819,0.8656,71,93.8,2026-09-12 00:23:37
E17,supervised,46,./outputs/results/E17/supervised/seed46,0.929,0.929,0.8722,0.8548,188,97.4,2026-09-12 00:25:14
